Date,order id,Product ,Qty,Unit Price (NGN),Total,Vendor,channel,Payment Method,Delivery Fee
14/06/2026,BD78271,White Rice & Stew,1,1500,1500,Amala Pavilion,Walk In,pos,0
27-Jun-2026,BD38873,Meat Pie,1,800,800,Jummie Kitchen,walkin,pos,500
13/07/2026,BD87635,Bottled Water,4,200,800,Amala Pavilion,Walk In,Transfer,300
2026-05-01,BD36365,Soft Drink,2,400,800,Amala Pavilion,walkin,Cash,500
03-May-2026,BD21359,Soft Drink,2,400,800,Amala Pavilion,walk-in,pos,300
21/07/2026,BD37827,Bottled Water,1,200,200,Munchies,walk-in,transfer,200
17/07/2026,BD81235,Jollof Rice,2,1800,3600,Amala Pavilion,app,cash,300
04/06/2026,BD60434,Meat Pie,2,800,1600,Butter N Crumbs,Walk In,POS,300
05/05/2026,BD98452,Chicken (piece),1,1500,1500,Munchies,walkin,card,0
29/07/2026,BD45301,Beef (piece),2,800,1600,Jummie Kitchen,phone,Cash,500
05-Jun-2026,BD75419,Soft Drink,4,400,1600,Butter N Crumbs,Walk In,pos,300
23/05/2026,BD27907,Bottled Water,1,200,200,Amala Pavilion,Phone,cash,500
25/07/2026,BD79285,Amala & Ewedu,1,2000,2000,Munchies,walk-in,Transfer,200
24/06/2026,BD74903,Fried Rice,1,1800,1800,Alaga Spot,walkin,POS,200
18/05/2026,BD17113,Amala & Ewedu,2,2000,4000,Amala Pavilion,walkin,card,500
14/07/2026,BD44866,  CHICKEN (PIECE)  ,1,1500,1500,Amala Pavilion,walk-in,pos,200
13-Jul-2026,BD17917,Fried Rice,1,1800,1800,Amala Pavilion,App,POS,300
12/05/2026,BD18292,White Rice & Stew,1,1500,1500,Jummie Kitchen,phone,cash,300
22/07/2026,BD38628,Fish (piece),3,1200,3600,Alaga Spot,APP,POS,500
10/06/2026,BD26118,Fish (piece),1,1200,1200,Butter N Crumbs,Walk In,Cash,0
13-May-2026,BD84720,White Rice & Stew,2,1500,3000,Jummie Kitchen,APP,cash,200
04/07/2026,BD59054,  MOI MOI  ,1,700,1400,Alaga Spot,,,300
11-May-2026,BD95686,Fish (piece),1,1200,1200,Munchies,App,Cash,300
29/05/2026,BD87693,Fried Rice,1,1800,1800,Amala Pavilion,walkin,cash,200
20/07/2026,BD64957,Fish (piece),1,1200,1200,Jummie Kitchen,App,Transfer,0
2026-07-11,BD50850,Zobo,1,500,500,Munchies,walkin,POS,0
19/06/2026,BD36728,Meat Pie,1,800,800,Amala Pavilion,APP,Cash,0
09/07/2026,BD52922,  BEEF (PIECE)  ,1,800,800,Munchies,Walk In,card,0
17-May-2026,BD59051,Jollof Rice,1,1800,1800,Butter N Crumbs,Walk In,cash,0
18/07/2026,BD26110,Puff Puff (6pcs),1,500,500,Munchies,app,pos,0
2026-06-16,BD95209,Puff Puff (6pcs),1,500,500,Amala Pavilion,APP,POS,300
16/05/2026,BD23133,White Rice & Stew,1,1500,1500,Butter N Crumbs,App,pos,200
18/05/2026,BD19836,Beef (piece),1,800,800,Munchies,Walk In,POS,0
02/06/2026,BD90281,Meat Pie,1,800,800,Alaga Spot,App,card,200
20/07/2026,BD25429,Fish (piece),1,1200,1200,Amala Pavilion,APP,Transfer,0
19-Jun-2026,BD22280,Fish (piece),2,1200,2400,Amala Pavilion,APP,pos,0
23-Jun-2026,BD77300,Zobo,1,500,500,Amala Pavilion,walk-in,transfer,200
2026-06-13,BD26926,Soft Drink,3,400,2400,Amala Pavilion,App,Cash,0
24-May-2026,BD44840,Soft Drink,1,400,400,Munchies,Walk In,transfer,0
2026-06-15,BD71184,Bottled Water,1,200,200,Amala Pavilion,App,Cash,500
16/06/2026,BD43419,Pounded Yam & Egusi,1,2500,2500,Alaga Spot,phone,Cash,0
22/05/2026,BD34105,Amala & Ewedu,1,2000,2000,Alaga Spot,phone,POS,200
21/07/2026,BD98055,Zobo,2,500,1000,Alaga Spot,phone,Transfer,0
20/05/2026,BD15610,Bottled Water,1,200,200,Butter N Crumbs,walkin,Cash,300
05/07/2026,BD47726,Fried Rice,1,1766,1766,Butter N Crumbs,Phone,card,300
10/05/2026,BD72350,Meat Pie,4,800,3200,Alaga Spot,Walk In,cash,200
14/06/2026,BD60172,Pounded Yam & Egusi,2,2500,5000,Amala Pavilion,App,transfer,500
11/07/2026,BD83023,  MEAT PIE  ,1,800,800,Jummie Kitchen,App,Transfer,0
2026-05-08,BD33652,Fish (piece),1,1200,1200,Jummie Kitchen,App,transfer,200
05/07/2026,BD37204,Fried Rice,2,1800,3600,Butter N Crumbs,walkin,cash,200
09/05/2026,BD48038,Fried Rice,1,1800,1800,Butter N Crumbs,phone,Transfer,0
07-May-2026,BD40968,Eba & Okra,2,1500,3000,Jummie Kitchen,walk-in,Transfer,500
11/07/2026,BD99545,Puff Puff (6pcs),1,500,500,Butter N Crumbs,walkin,card,0
29/06/2026,BD37614,Eba & Okra,2,1500,3000,Jummie Kitchen,walkin,transfer,200
29/07/2026,BD14940,  SOFT DRINK  ,2,400,800,Jummie Kitchen,walk-in,Cash,200
10/07/2026,BD67171,  SOFT DRINK  ,1,400,400,Alaga Spot,app,card,300
10/05/2026,BD10455,Moi Moi,1,700,700,Jummie Kitchen,Phone,POS,500
27/05/2026,BD11967,Puff Puff (6pcs),1,500,500,Amala Pavilion,walk-in,POS,0
06/06/2026,BD65164,Soft Drink,1,400,400,Butter N Crumbs,walkin,Cash,0
01/07/2026,BD59359,Amala & Ewedu,1,2000,2000,Munchies,walk-in,Cash,500
29/05/2026,BD22137,White Rice & Stew,1,1500,1500,Munchies,Phone,card,0
06/06/2026,BD87728,Puff Puff (6pcs),1,500,500,Jummie Kitchen,walk-in,transfer,300
07/05/2026,BD80748,White Rice & Stew,1,1500,1500,Butter N Crumbs,app,POS,200
12/07/2026,BD99247,White Rice & Stew,1,1500,1500,Amala Pavilion,Walk In,card,200
11/07/2026,BD88346,Chicken (piece),1,1500,1500,Alaga Spot,phone,Transfer,300
12/06/2026,BD50107,Zobo,1,500,500,Amala Pavilion,APP,pos,200
28/06/2026,BD41594,Amala & Ewedu,1,2000,2000,Amala Pavilion,walkin,transfer,200
07/07/2026,BD89117,Eba & Okra,1,1500,1500,Munchies,APP,transfer,300
18/06/2026,BD76752,Soft Drink,1,400,400,Amala Pavilion,phone,card,200
21/07/2026,BD51309,Beef (piece),1,800,800,Munchies,APP,pos,0
03/05/2026,BD80010,Pounded Yam & Egusi,1,2500,2500,Munchies,app,card,200
08-Jun-2026,BD15501,Chicken (piece),2,1500,3000,Alaga Spot,App,pos,0
18/05/2026,BD81971,  PUFF PUFF (6PCS)  ,2,NGN500,1000,Munchies,Walk In,card,500
12/07/2026,BD36299,Soft Drink,4,400,1600,Munchies,phone,Cash,0
30-Jun-2026,BD88781,Bottled Water,3,200,600,Alaga Spot,app,cash,200
14/06/2026,BD53677,Puff Puff (6pcs),1,500,500,Amala Pavilion,walk-in,Transfer,0
31-May-2026,BD88562,Jollof Rice,3,1800,5400,Munchies,App,pos,500
11/05/2026,BD88370,Amala & Ewedu,2,2000,4000,Jummie Kitchen,walk-in,cash,0
01-May-2026,BD85525,Amala & Ewedu,1,2000,2000,Amala Pavilion,phone,Transfer,0
22/07/2026,BD94570,Amala & Ewedu,1,2000,2000,Alaga Spot,APP,transfer,200
02/05/2026,BD69929,Amala & Ewedu,1,2000,2000,Munchies,app,Cash,500
08/06/2026,BD73293,Chicken (piece),1,1500,1500,Alaga Spot,APP,card,300
12/06/2026,BD75350,Moi Moi,2,700,1400,Alaga Spot,walkin,POS,200
19/07/2026,BD95075,Puff Puff (6pcs),3,500,1500,Amala Pavilion,walk-in,Transfer,0
20/06/2026,BD15987,  CHICKEN (PIECE)  ,1,1500,1500,Munchies,Walk In,transfer,200
13/05/2026,BD55957,Bottled Water,2,200,400,Butter N Crumbs,phone,Transfer,500
13/06/2026,BD83669,Jollof Rice,1,1800,1800,Butter N Crumbs,walk-in,card,300
03/07/2026,BD56550,Pounded Yam & Egusi,1,2500,2500,Jummie Kitchen,Phone,pos,0
22/06/2026,BD57369,Pounded Yam & Egusi,1,2500,2500,Alaga Spot,phone,transfer,300
23/06/2026,BD16269,Soft Drink,1,400,400,Alaga Spot,App,cash,300
05/05/2026,BD80457,Pounded Yam & Egusi,4,2500,10000,Amala Pavilion,walkin,POS,500
17/07/2026,BD77290,Soft Drink,1,NGN400,400,Munchies,APP,Transfer,300
23/06/2026,BD46771,Meat Pie,1,800,800,Amala Pavilion,walk-in,transfer,200
21/05/2026,BD15136,White Rice & Stew,1,1500,1500,Alaga Spot,app,Transfer,200
13/06/2026,BD89171,Fish (piece),2,1200,2400,Butter N Crumbs,Walk In,transfer,200
08/05/2026,BD12128,Jollof Rice,2,1800,3600,Munchies,walkin,Transfer,0
18/05/2026,BD84572,Soft Drink,1,400,400,Alaga Spot,phone,pos,200
15-May-2026,BD33507,Chicken (piece),1,1500,1500,Butter N Crumbs,app,Cash,0
25/07/2026,BD83580,Fried Rice,1,"NGN1,800",1800,Alaga Spot,walk-in,card,200
13-Jun-2026,BD89084,Fried Rice,2,1800,3600,Alaga Spot,walk-in,transfer,300
19/07/2026,BD61775,Jollof Rice,1,1800,1800,Amala Pavilion,Phone,POS,500
23/06/2026,BD89599,Chicken (piece),2,1500,3000,Alaga Spot,walkin,cash,0
04/06/2026,BD46335,Zobo,2,500,1000,Munchies,walkin,card,300
14/06/2026,BD66164,Chicken (piece),2,1500,3000,Butter N Crumbs,App,transfer,0
2026-05-26,BD63903,Fish (piece),1,1200,1200,Jummie Kitchen,APP,pos,0
16/07/2026,BD51894,Chicken (piece),1,1500,1500,Jummie Kitchen,Phone,pos,300
29-May-2026,BD50679,Amala & Ewedu,1,2000,2000,Alaga Spot,App,pos,500
12/05/2026,BD52778,  EBA & OKRA  ,2,1500,3000,Jummie Kitchen,Phone,Cash,0
12/05/2026,BD61007,Zobo,1,500,500,Butter N Crumbs,walkin,Cash,0
2026-06-05,BD13895,  POUNDED YAM & EGUSI  ,1,2500,2500,Munchies,App,Cash,0
04/06/2026,BD25674,Chicken (piece),1,1500,1500,Butter N Crumbs,app,pos,200
17/06/2026,BD26563,Pounded Yam & Egusi,1,2500,2500,Butter N Crumbs,Walk In,transfer,200
22/05/2026,BD27188,Eba & Okra,3,1500,4500,Alaga Spot,App,POS,200
13/06/2026,BD69593,  POUNDED YAM & EGUSI  ,1,2500,2500,Butter N Crumbs,app,Transfer,200
06/05/2026,BD25058,Amala & Ewedu,2,2000,4000,Butter N Crumbs,walk-in,pos,300
2026-07-28,BD40926,Puff Puff (6pcs),2,500,1000,Butter N Crumbs,APP,pos,0
05/05/2026,BD47667,Jollof Rice,2,1800,3600,Munchies,phone,transfer,0
08/05/2026,BD26315,Soft Drink,2,400,800,Amala Pavilion,phone,POS,300
22/05/2026,BD90455,  FRIED RICE  ,3,1800,5400,Butter N Crumbs,app,pos,300
23/07/2026,BD12625,Pounded Yam & Egusi,2,2500,5000,Jummie Kitchen,phone,pos,500
13/07/2026,BD29925,Pounded Yam & Egusi,1,2500,2500,Munchies,,,500
05-May-2026,BD71385,Bottled Water,1,200,200,Alaga Spot,walk-in,pos,300
29/06/2026,BD44771,Chicken (piece),1,1500,1500,Amala Pavilion,APP,POS,300
18/06/2026,BD82371,Pounded Yam & Egusi,1,2500,2500,Alaga Spot,app,card,0
29/06/2026,BD64808,Puff Puff (6pcs),1,500,500,Butter N Crumbs,phone,POS,500
2026-06-04,BD32571,Zobo,4,500,2000,Munchies,App,Transfer,0
10/06/2026,BD25566,Puff Puff (6pcs),1,500,500,Amala Pavilion,App,transfer,200
13/07/2026,BD12615,White Rice & Stew,3,1500,4500,Jummie Kitchen,Phone,card,500
21/07/2026,BD81082,Eba & Okra,1,1500,1500,Munchies,App,Transfer,0
18/06/2026,BD11161,Amala & Ewedu,1,2000,2000,Butter N Crumbs,Phone,card,500
25/06/2026,BD59351,Zobo,1,500,500,Butter N Crumbs,APP,card,500
16/07/2026,BD63454,Soft Drink,2,400,800,Amala Pavilion,App,card,200
16/06/2026,BD59375,  PUFF PUFF (6PCS)  ,2,500,1000,Jummie Kitchen,APP,pos,0
01/06/2026,BD12048,Bottled Water,2,NGN200,400,Munchies,app,transfer,0
18/07/2026,BD85974,Pounded Yam & Egusi,1,2500,2500,Amala Pavilion,Phone,Transfer,0
10/07/2026,BD73871,Moi Moi,1,700,700,Alaga Spot,App,transfer,500
12/05/2026,BD65460,White Rice & Stew,2,1500,3000,Munchies,Phone,card,300
20/07/2026,BD51150,Chicken (piece),1,1500,1500,Munchies,phone,Cash,300
03-May-2026,BD59192,Jollof Rice,3,1800,5400,Alaga Spot,App,card,0
17/05/2026,BD31891,  POUNDED YAM & EGUSI  ,1,2500,2500,Munchies,Walk In,cash,300
2026-06-22,BD20002,Bottled Water,1,200,200,Amala Pavilion,phone,cash,300
16/07/2026,BD82433,Amala & Ewedu,2,2000,4000,Amala Pavilion,walk-in,card,300
13/06/2026,BD64747,Eba & Okra,2,1500,3000,Amala Pavilion,app,cash,0
04/07/2026,BD17144,Jollof Rice,1,1800,1800,Jummie Kitchen,App,card,300
24/05/2026,BD49361,  POUNDED YAM & EGUSI  ,1,2500,2500,Amala Pavilion,walk-in,POS,0
07/06/2026,BD23902,Beef (piece),4,800,3200,Alaga Spot,app,transfer,300
27/06/2026,BD20282,Zobo,1,500,500,Alaga Spot,walk-in,cash,500
04/07/2026,BD14668,Eba & Okra,1,1500,1500,Jummie Kitchen,app,card,300
08/05/2026,BD69988,  BEEF (PIECE)  ,1,800,800,Alaga Spot,app,pos,0
02/05/2026,BD15229,Jollof Rice,1,1800,1800,Alaga Spot,walk-in,POS,0
11/05/2026,BD82523,Chicken (piece),3,1500,4500,Butter N Crumbs,phone,cash,0
04/05/2026,BD28643,  MEAT PIE  ,1,800,800,Alaga Spot,Walk In,card,500
04/07/2026,BD31499,Bottled Water,1,200,200,Jummie Kitchen,walk-in,card,0
2026-06-15,BD41404,Eba & Okra,1,1500,1500,Amala Pavilion,phone,card,0
11/06/2026,BD22678,  AMALA & EWEDU  ,1,2000,2000,Amala Pavilion,app,card,200
17/05/2026,BD77698,Amala & Ewedu,3,"NGN2,000",6000,Munchies,APP,transfer,200
20/06/2026,BD33910,Fried Rice,1,1800,1800,Alaga Spot,Walk In,Cash,300
07-Jul-2026,BD52869,Moi Moi,4,700,2800,Amala Pavilion,Walk In,card,200
06/07/2026,BD11581,Jollof Rice,3,1800,5400,Butter N Crumbs,phone,Cash,500
27/06/2026,BD39362,Puff Puff (6pcs),1,500,500,Jummie Kitchen,Walk In,Cash,200
06/06/2026,BD65426,Fish (piece),1,"NGN1,200",1200,Munchies,APP,Transfer,200
23/05/2026,BD17055,  FRIED RICE  ,1,1800,1800,Amala Pavilion,App,transfer,200
01-Jul-2026,BD20962,  FRIED RICE  ,2,1800,3600,Alaga Spot,walk-in,pos,300
2026-06-19,BD20009,Pounded Yam & Egusi,3,2500,7500,Alaga Spot,APP,cash,0
30-Jun-2026,BD21829,Meat Pie,1,800,800,Jummie Kitchen,,,500
2026-07-23,BD67839,Fish (piece),1,1200,1200,Alaga Spot,walk-in,Transfer,200
28/05/2026,BD58309,Eba & Okra,3,1500,4500,Munchies,phone,pos,500
23/05/2026,BD55504,Moi Moi,1,700,700,Alaga Spot,App,Cash,200
08/05/2026,BD58623,Chicken (piece),1,1500,1500,Munchies,APP,card,200
13/05/2026,BD69303,Meat Pie,1,800,800,Jummie Kitchen,app,pos,0
12/06/2026,BD51674,Bottled Water,1,200,200,Alaga Spot,app,pos,500
25/05/2026,BD38940,Eba & Okra,1,1500,1500,Amala Pavilion,Phone,pos,500
04/06/2026,BD56507,White Rice & Stew,1,1500,1500,Amala Pavilion,walk-in,card,0
21/05/2026,BD73407,Bottled Water,1,200,200,Jummie Kitchen,walkin,pos,300
10/05/2026,BD12853,Jollof Rice,1,1800,1800,Munchies,walk-in,card,0
31-May-2026,BD64125,White Rice & Stew,1,1500,1500,Alaga Spot,,,0
10/05/2026,BD90079,Bottled Water,1,200,200,Amala Pavilion,phone,card,200
20/06/2026,BD36440,Chicken (piece),1,1500,1500,Munchies,walk-in,cash,0
10/06/2026,BD21930,Moi Moi,1,700,700,Munchies,APP,cash,0
08/05/2026,BD21506,Soft Drink,1,400,800,Jummie Kitchen,walkin,POS,0
14/06/2026,BD27423,Chicken (piece),1,1500,1500,Jummie Kitchen,Phone,transfer,200
06-Jun-2026,BD94678,Beef (piece),1,800,800,Butter N Crumbs,walk-in,Cash,0
13/06/2026,BD28702,Meat Pie,2,800,1600,Amala Pavilion,walk-in,card,200
13-Jul-2026,BD13072,Amala & Ewedu,1,2000,2000,Alaga Spot,app,POS,0
24/07/2026,BD46101,Eba & Okra,1,1500,1500,Alaga Spot,Phone,card,0
02/06/2026,BD93021,  WHITE RICE & STEW  ,2,1500,3000,Munchies,phone,POS,200
31/05/2026,BD98185,  BEEF (PIECE)  ,2,800,1600,Munchies,app,Cash,0
02/05/2026,BD49363,Chicken (piece),1,1500,1500,Amala Pavilion,walkin,Cash,200
13/07/2026,BD57379,Jollof Rice,4,1800,7200,Butter N Crumbs,App,card,200
12/05/2026,BD91924,Bottled Water,1,200,200,Butter N Crumbs,walk-in,Cash,0
22/06/2026,BD85619,Fried Rice,2,1800,3600,Jummie Kitchen,APP,cash,0
25/07/2026,BD85246,Chicken (piece),1,1500,1500,Munchies,Phone,cash,500
01/07/2026,BD27195,Fish (piece),1,1200,1200,Jummie Kitchen,App,transfer,0
27-Jul-2026,BD67756,Amala & Ewedu,2,2000,4000,Jummie Kitchen,phone,Transfer,0
13/06/2026,BD53101,Moi Moi,1,700,700,Amala Pavilion,Walk In,transfer,0
11/06/2026,BD98112,Meat Pie,1,800,800,Amala Pavilion,walkin,Cash,0
04/05/2026,BD86931,Pounded Yam & Egusi,2,2500,5000,Amala Pavilion,APP,Cash,500
2026-05-08,BD17518,  CHICKEN (PIECE)  ,4,1500,6000,Amala Pavilion,walkin,card,0
17/05/2026,BD11219,Puff Puff (6pcs),2,500,1000,Munchies,Walk In,card,500
28/06/2026,BD95799,  WHITE RICE & STEW  ,3,1500,4500,Butter N Crumbs,,,200
15/05/2026,BD25919,  AMALA & EWEDU  ,1,2000,2000,Alaga Spot,APP,Transfer,300
20-Jun-2026,BD29685,  ZOBO  ,2,500,1000,Amala Pavilion,Phone,card,0
02/05/2026,BD90173,Pounded Yam & Egusi,1,2500,2500,Butter N Crumbs,app,POS,500
06/06/2026,BD99824,Meat Pie,1,800,800,Amala Pavilion,phone,cash,0
02-Jul-2026,BD16840,Puff Puff (6pcs),3,500,1500,Amala Pavilion,phone,POS,300
17/05/2026,BD36097,Amala & Ewedu,1,2000,2000,Amala Pavilion,phone,POS,0
10/07/2026,BD57706,Zobo,3,500,1500,Jummie Kitchen,phone,cash,200
18-May-2026,BD27125,Chicken (piece),1,1500,1500,Amala Pavilion,App,Cash,300
24/07/2026,BD90505,Jollof Rice,1,1800,1800,Butter N Crumbs,walkin,pos,0
03-Jun-2026,BD78247,Fried Rice,2,1800,3600,Munchies,Walk In,Cash,500
18/05/2026,BD90065,Soft Drink,2,400,800,Munchies,phone,Transfer,300
10/07/2026,BD91500,Fried Rice,3,1800,5400,Alaga Spot,phone,Transfer,200
07-May-2026,BD92210,Beef (piece),2,NGN800,1600,Amala Pavilion,App,Cash,300
18/07/2026,BD68959,Jollof Rice,1,1800,1800,Alaga Spot,APP,Cash,500
12/05/2026,BD91289,White Rice & Stew,1,1500,1500,Jummie Kitchen,Phone,cash,300
2026-06-17,BD79688,White Rice & Stew,1,1500,1500,Amala Pavilion,Phone,card,0
01/05/2026,BD31174,Soft Drink,2,400,800,Butter N Crumbs,app,card,200
23/06/2026,BD50871,Bottled Water,1,200,200,Alaga Spot,App,Transfer,0
24/05/2026,BD71393,Amala & Ewedu,1,2000,2000,Butter N Crumbs,APP,transfer,500
2026-05-17,BD60242,  MOI MOI  ,2,700,1400,Butter N Crumbs,walk-in,POS,200
11/06/2026,BD74597,Amala & Ewedu,4,"NGN2,000",8000,Butter N Crumbs,walk-in,transfer,0
05/06/2026,BD81098,Amala & Ewedu,1,2000,2000,Butter N Crumbs,app,pos,0
08/06/2026,BD67424,Jollof Rice,1,1800,1800,Alaga Spot,walkin,card,300
03/05/2026,BD78494,Bottled Water,1,200,200,Amala Pavilion,Walk In,pos,500
2026-05-29,BD47128,Eba & Okra,1,1500,1500,Alaga Spot,App,cash,500
17/05/2026,BD91350,  PUFF PUFF (6PCS)  ,1,500,500,Alaga Spot,App,pos,300
08/05/2026,BD78903,Fried Rice,1,1800,1800,Amala Pavilion,App,Transfer,200
12/07/2026,BD30428,Beef (piece),1,800,800,Butter N Crumbs,walk-in,Transfer,300
10/07/2026,BD42986,Soft Drink,2,400,800,Jummie Kitchen,phone,POS,200
2026-06-10,BD33559,Meat Pie,3,800,2400,Jummie Kitchen,walk-in,Transfer,500
14/07/2026,BD36770,Moi Moi,2,700,1400,Munchies,app,POS,300
09/05/2026,BD36741,Fish (piece),1,1200,1200,Alaga Spot,,,200
23/07/2026,BD79794,Jollof Rice,3,1800,5400,Alaga Spot,phone,card,0
20/07/2026,BD31519,Zobo,2,500,1000,Amala Pavilion,App,Cash,200
16/05/2026,BD35260,White Rice & Stew,3,1500,4500,Amala Pavilion,App,POS,300
11/06/2026,BD50788,Chicken (piece),1,1500,1500,Butter N Crumbs,APP,Transfer,300
25/06/2026,BD54471,White Rice & Stew,2,1500,3000,Alaga Spot,Walk In,pos,200
11/05/2026,BD56160,Fish (piece),2,1200,2400,Butter N Crumbs,Phone,Transfer,500
12/06/2026,BD71691,Chicken (piece),3,1500,4500,Butter N Crumbs,App,Transfer,500
13/05/2026,BD55215,Puff Puff (6pcs),2,500,1000,Amala Pavilion,App,cash,300
07/05/2026,BD84928,Meat Pie,4,800,3200,Jummie Kitchen,Phone,card,0
24/06/2026,BD44581,Beef (piece),1,800,800,Alaga Spot,app,card,200
14/05/2026,BD93050,Beef (piece),1,800,800,Munchies,phone,card,200
15/05/2026,BD23624,Bottled Water,2,200,400,Alaga Spot,phone,Cash,0
07/06/2026,BD58614,Meat Pie,2,800,1600,Butter N Crumbs,app,card,0
08/06/2026,BD73950,Meat Pie,1,800,800,Munchies,app,Cash,500
24/05/2026,BD52395,Soft Drink,1,400,400,Butter N Crumbs,walk-in,Cash,500
24/07/2026,BD93498,Soft Drink,2,392,784,Munchies,walk-in,Cash,0
02/06/2026,BD13199,White Rice & Stew,2,1500,3000,Amala Pavilion,APP,pos,300
24/06/2026,BD66455,Eba & Okra,1,1500,1500,Munchies,walk-in,Cash,0
13-Jun-2026,BD97135,White Rice & Stew,3,1500,4500,Butter N Crumbs,Walk In,card,0
07/06/2026,BD65481,Fish (piece),1,1200,1200,Jummie Kitchen,App,transfer,500
2026-05-01,BD40512,Jollof Rice,2,1800,3600,Amala Pavilion,Walk In,Cash,200
16-Jun-2026,BD26127,  FISH (PIECE)  ,1,1200,1200,Butter N Crumbs,walk-in,POS,0
27-Jun-2026,BD75647,Puff Puff (6pcs),1,500,500,Butter N Crumbs,APP,pos,0
05/05/2026,BD43289,Puff Puff (6pcs),3,500,1500,Munchies,Phone,cash,500
09/05/2026,BD23133,Beef (piece),3,800,2400,Amala Pavilion,App,POS,0
12/07/2026,BD63504,Eba & Okra,3,1500,4500,Jummie Kitchen,walk-in,Cash,0
2026-05-02,BD33405,Eba & Okra,3,1500,4500,Jummie Kitchen,app,transfer,500
09/07/2026,BD52274,  JOLLOF RICE  ,1,1977,1977,Amala Pavilion,Phone,pos,200
21/07/2026,BD65072,  FRIED RICE  ,3,1800,5400,Jummie Kitchen,Walk In,POS,0
17/05/2026,BD98826,Bottled Water,4,200,800,Amala Pavilion,app,pos,0
03/07/2026,BD45251,  AMALA & EWEDU  ,1,2000,2000,Alaga Spot,Walk In,Transfer,300
07-May-2026,BD21835,Eba & Okra,2,1500,3000,Butter N Crumbs,phone,Cash,500
21/07/2026,BD80098,Fried Rice,1,1800,1800,Jummie Kitchen,app,cash,300
23/06/2026,BD16169,Moi Moi,1,700,700,Amala Pavilion,Phone,pos,0
17/07/2026,BD97123,Meat Pie,2,800,1600,Amala Pavilion,walk-in,Transfer,0
12/07/2026,BD61761,Pounded Yam & Egusi,3,2500,7500,Alaga Spot,App,card,300
22/06/2026,BD87763,Fried Rice,1,1800,1800,Butter N Crumbs,App,card,300
25/07/2026,BD78743,Meat Pie,3,800,2400,Munchies,APP,Transfer,0
2026-05-09,BD70249,Beef (piece),1,800,800,Jummie Kitchen,walkin,POS,200
21/06/2026,BD89215,Amala & Ewedu,1,2000,2000,Amala Pavilion,,,300
02-May-2026,BD18981,White Rice & Stew,1,1500,1500,Alaga Spot,phone,transfer,500
23/06/2026,BD38019,Bottled Water,1,214,214,Jummie Kitchen,walk-in,card,0
12/07/2026,BD31115,Fried Rice,2,1800,3600,Jummie Kitchen,app,transfer,0
2026-06-24,BD55481,Fried Rice,1,1800,1800,Munchies,Phone,POS,0
09/05/2026,BD18163,Moi Moi,1,700,700,Butter N Crumbs,walk-in,card,200
15/07/2026,BD32801,Meat Pie,1,800,800,Jummie Kitchen,Phone,cash,200
25/07/2026,BD13457,Amala & Ewedu,1,"NGN2,000",2000,Amala Pavilion,walk-in,Transfer,0
02/06/2026,BD55033,Fried Rice,3,1800,5400,Jummie Kitchen,APP,pos,500
30/05/2026,BD58310,Chicken (piece),1,1500,1500,Amala Pavilion,App,Transfer,500
2026-05-18,BD17152,  WHITE RICE & STEW  ,2,1500,3000,Alaga Spot,Phone,pos,300
26/07/2026,BD25753,Bottled Water,1,NGN200,200,Alaga Spot,Walk In,Cash,500
06/06/2026,BD18817,Fish (piece),2,1200,2400,Butter N Crumbs,Phone,Cash,0
19/06/2026,BD81252,White Rice & Stew,1,1500,1500,Munchies,App,card,200
03/05/2026,BD46241,Bottled Water,2,200,400,Butter N Crumbs,Walk In,transfer,0
10/07/2026,BD82623,Amala & Ewedu,2,2000,4000,Alaga Spot,Phone,cash,500
24/06/2026,BD22863,Bottled Water,2,200,400,Jummie Kitchen,Walk In,Transfer,500
18/06/2026,BD30147,Fried Rice,1,1800,1800,Amala Pavilion,app,Transfer,200
24-Jul-2026,BD26287,Zobo,1,500,500,Butter N Crumbs,app,cash,200
09/05/2026,BD49124,Chicken (piece),1,1500,1500,Jummie Kitchen,Walk In,POS,0
11/06/2026,BD34369,Pounded Yam & Egusi,1,2500,2500,Munchies,app,Transfer,200
